user_hash,source,company,region,job_title,period_raw,start_date,end_date,is_present,parse_ok,company_display_full,company_display_short,company_norm,region_display_full,region_display_short,region_norm,job_title_short
6e50add8d4,talentCard,Промопульт (экс--Сеопульт),Москва / Лимассол (Кипр),Финансовый менеджер,01.2014 -- 04.2018,2014-01-01,2018-04-01,False,True,Промопульт (экс--Сеопульт),Промопульт (экс--Сеопульт),промопульт экс сеопульт,Москва / Лимассол (Кипр),Москва / Лимассол (Кипр),Moscow,Финансовый менеджер
6e50add8d4,talentCard,АО «Медицина» (клиника Академика Ройтберга),Москва,Заместитель финансового директора,06.2019 -- 08.2019,2019-06-01,2019-08-01,False,True,АО «Медицина» (клиника Академика Ройтберга),АО «Медицина» (клиника Академика Ройтберга),медицина клиника академика роитберга,Москва,Москва,Moscow,Заместитель финансового директора
6e50add8d4,talentCard,Профиткликс / Prof IT Family,"Москва, Россия",Финансовый директор (проект: перенос бизнеса в юрисдикцию Кипра),08.2019 -- 11.2019,2019-08-01,2019-11-01,False,True,Профиткликс / Prof IT Family,Профиткликс / Prof IT Family,профиткликс prof it family,"Москва, Россия","Москва, Россия",Moscow,Финансовый директор (проект: перенос бизнеса в юрисдикцию...
6e50add8d4,talentCard,CITY LOYALTY GROUP,"Санкт-Петербург, Россия",Финансовый директор,04.2020 -- 07.2021,2020-04-01,2021-07-01,False,True,CITY LOYALTY GROUP,CITY LOYALTY GROUP,city loyalty,"Санкт-Петербург, Россия","Санкт-Петербург, Россия",Saint Petersburg,Финансовый директор
6e50add8d4,talentCard,ГК Факт,"Санкт-Петербург, Россия",Финансовый директор группы компаний,08.2021 -- 09.2024,2021-08-01,2024-09-01,False,True,ГК Факт,ГК Факт,гк факт,"Санкт-Петербург, Россия","Санкт-Петербург, Россия",Saint Petersburg,Финансовый директор группы компаний
c53f1b5c80,talentCard,Государственный театр наций,Москва,Старший администратор,2017 - 2024,2017-01-01,2024-12-01,False,True,Государственный театр наций,Государственный театр наций,государственныи театр нации,Москва,Москва,Moscow,Старший администратор
dcf9073c42,talentCard,Japan Tobacco International,"Moscow, Russia",Marketing Manager (Mild Seven),05.2012 - 03.2013,2012-05-01,2013-03-01,False,True,Japan Tobacco International,Japan Tobacco International,japan tobacco international,"Moscow, Russia","Moscow, Russia",Moscow,Marketing Manager (Mild Seven)
dcf9073c42,talentCard,Japan Tobacco International,Moscow,Marketing Manager (Winston & Glamour),03.2013 - 05.2017,2013-03-01,2017-05-01,False,True,Japan Tobacco International,Japan Tobacco International,japan tobacco international,Moscow,Moscow,Moscow,Marketing Manager (Winston & Glamour)
dcf9073c42,talentCard,Japan Tobacco International,"Moscow, Russia","Route to Market Manager, Sales",05.2017 - 12.2019,2017-05-01,2019-12-01,False,True,Japan Tobacco International,Japan Tobacco International,japan tobacco international,"Moscow, Russia","Moscow, Russia",Moscow,"Route to Market Manager, Sales"
dcf9073c42,talentCard,Japan Tobacco International,"Moscow, Russia","Commercial & Portfolio Manager, Reduced Risks Products",12.2019 - 04.2022,2019-12-01,2022-04-01,False,True,Japan Tobacco International,Japan Tobacco International,japan tobacco international,"Moscow, Russia","Moscow, Russia",Moscow,"Commercial & Portfolio Manager, Reduced Risks Products"
dcf9073c42,talentCard,Japan Tobacco International,"Almaty, Kazakhstan","Agile Lead, Marketing",05.2022 - 10.2022,2022-05-01,2022-10-01,False,True,Japan Tobacco International,Japan Tobacco International,japan tobacco international,"Almaty, Kazakhstan","Almaty, Kazakhstan",Almaty,"Agile Lead, Marketing"
dcf9073c42,talentCard,Japan Tobacco International,"Almaty, Kazakhstan","Category Lead, Reduced Risks Products",11.2022 - 11.2023,2022-11-01,2023-11-01,False,True,Japan Tobacco International,Japan Tobacco International,japan tobacco international,"Almaty, Kazakhstan","Almaty, Kazakhstan",Almaty,"Category Lead, Reduced Risks Products"
dcf9073c42,talentCard,Japan Tobacco International,"Ekaterinburg, Russia","Sales & Marketing Director, Ural Region",12.2023 - 10.2025,2023-12-01,2025-10-01,False,True,Japan Tobacco International,Japan Tobacco International,japan tobacco international,"Ekaterinburg, Russia","Ekaterinburg, Russia",Russia,"Sales & Marketing Director, Ural Region"
1ca7b40fae,talentCard,Industrial and Manufacturing Holdings,,IT Director / Head of IT / Systems Analyst,11.2000 - 03.2008,2000-11-01,2008-03-01,False,True,Industrial and Manufacturing Holdings,Industrial and Manufacturing Holdings,industrial and manufacturing holdings,,,Not specified,IT Director / Head of IT / Systems Analyst
1ca7b40fae,talentCard,REDLAB,,Project Manager,03.2008 - 06.2012,2008-03-01,2012-06-01,False,True,REDLAB,REDLAB,redlab,,,Not specified,Project Manager
1ca7b40fae,talentCard,Diasoft,,Strategic Projects Manager / Senior Project Manager / Project Manager,08.2012 - 06.2018,2012-08-01,2018-06-01,False,True,Diasoft,Diasoft,diasoft,,,Not specified,Strategic Projects Manager / Senior Project Manager / Pro...
1ca7b40fae,talentCard,JET Infosystems,,Senior Project Manager,07.2018 - 09.2019,2018-07-01,2019-09-01,False,True,JET Infosystems,JET Infosystems,jet infosystems,,,Not specified,Senior Project Manager
1ca7b40fae,talentCard,Diebold Nixdorf,"Russia, Belgium, Egypt",Senior Project Manager,12.2019 - 04.2022,2019-12-01,2022-04-01,False,True,Diebold Nixdorf,Diebold Nixdorf,diebold nixdorf,"Russia, Belgium, Egypt","Russia, Belgium, Egypt",Russia,Senior Project Manager
1ca7b40fae,talentCard,EPAM,,Project Manager,07.2022 - 06.2024,2022-07-01,2024-06-01,False,True,EPAM,EPAM,EPAM,,,Not specified,Project Manager
1ca7b40fae,talentCard,Eurochem Group (Digital Technologies and Platforms),,Senior Project Manager,10.2024 - present,2024-10-01,2026-02-01,True,True,Eurochem Group (Digital Technologies and Platforms),Eurochem Group (Digital Technologies and Platforms),eurochem digital technologies and platforms,,,Not specified,Senior Project Manager
ee362d0fda,talentCard,ОАО «Тюменская нефтяная компания»,Москва,Главный специалист Департамента инвестиций,1995--2003,1995-01-01,2003-12-01,False,True,ОАО «Тюменская нефтяная компания»,ОАО «Тюменская нефтяная компания»,тюменская нефтяная компания,Москва,Москва,Moscow,Главный специалист Департамента инвестиций
ee362d0fda,talentCard,ОАО «Самотлорнефтегаз» / «Нижневартовскнефтегаз» / СП «Ваньеганнефть» / СП «Катобьнефть»,,"Руководящие и инженерные позиции (геология, разработка месторождений, снабжение)",1995--2003,1995-01-01,2003-12-01,False,True,ОАО «Самотлорнефтегаз» / «Нижневартовскнефтегаз» / СП «Ваньеганнефть» / СП «Катобьнефть»,ОАО «Самотлорнефтегаз» / «Нижневартовскнефтегаз» / СП «Ва...,самотлорнефтегаз нижневартовскнефтегаз сп ваньеганнефть сп катобьнефть,,,Not specified,"Руководящие и инженерные позиции (геология, разработка ме..."
ee362d0fda,talentCard,ОАО «ТНК-ВР МЕНЕДЖМЕНТ»,Москва,Директор Департамента управления капвложениями и обеспечения инвестпроцессов,09.2003 - 05.2013,2003-09-01,2013-05-01,False,True,ОАО «ТНК-ВР МЕНЕДЖМЕНТ»,ОАО «ТНК-ВР МЕНЕДЖМЕНТ»,тнк вр менеджмент,Москва,Москва,Moscow,Директор Департамента управления капвложениями и обеспече...
ee362d0fda,talentCard,ПАО «НК «РОСНЕФТЬ»,Москва,Директор Департамента инвестиционного планирования и контроля,05.2013 - 06.2025,2013-05-01,2025-06-01,False,True,ПАО «НК «РОСНЕФТЬ»,ПАО «НК «РОСНЕФТЬ»,нк роснефть,Москва,Москва,Moscow,Директор Департамента инвестиционного планирования и конт...
56f0788f1c,talentCard,"ООО ""ЭнергоФронт""","Россия, Санкт-Петербург",Руководитель департамента продаж,08.2009 - 07.2018,2009-08-01,2018-07-01,False,True,"ООО ""ЭнергоФронт""","ООО ""ЭнергоФронт""",энергофронт,"Россия, Санкт-Петербург","Россия, Санкт-Петербург",Saint Petersburg,Руководитель департамента продаж
56f0788f1c,talentCard,"ООО ""А-ЭНЕРГОТЕХ""","Россия, Санкт-Петербург",Руководитель отдела продаж,12.2018 - 02.2020,2018-12-01,2020-02-01,False,True,"ООО ""А-ЭНЕРГОТЕХ""","ООО ""А-ЭНЕРГОТЕХ""",а энерготех,"Россия, Санкт-Петербург","Россия, Санкт-Петербург",Saint Petersburg,Руководитель отдела продаж
56f0788f1c,talentCard,"ООО ""ИЛАДА ГРУП""","Россия, Санкт-Петербург",Коммерческий директор (CCO),02.2021 - 12.2025,2021-02-01,2025-12-01,False,True,"ООО ""ИЛАДА ГРУП""","ООО ""ИЛАДА ГРУП""",илада груп,"Россия, Санкт-Петербург","Россия, Санкт-Петербург",Saint Petersburg,Коммерческий директор (CCO)
c097f8cbfe,talentCard,Etoy,"Minsk, Belarus",Press Secretary,09.2011 - 03.2012,2011-09-01,2012-03-01,False,True,Etoy,Etoy,ETOY,"Minsk, Belarus","Minsk, Belarus",Minsk,Press Secretary
c097f8cbfe,talentCard,A1 (Velcom),"Minsk, Belarus",External Communications Specialist,06.2012 - 08.2013,2012-06-01,2013-08-01,False,True,A1 (Velcom),A1 (Velcom),a1 velcom,"Minsk, Belarus","Minsk, Belarus",Minsk,External Communications Specialist
c097f8cbfe,talentCard,Blago Group of Companies,"Saint-Petersburg, Russia",PR Manager,09.2013 - 03.2015,2013-09-01,2015-03-01,False,True,Blago Group of Companies,Blago Group of Companies,blago of companies,"Saint-Petersburg, Russia","Saint-Petersburg, Russia",Saint Petersburg,PR Manager
c097f8cbfe,talentCard,Kupibilet.ru,"Saint-Petersburg, Russia",PR & Marketing Manager,06.2015 - 08.2016,2015-06-01,2016-08-01,False,True,Kupibilet.ru,Kupibilet.ru,kupibilet ru,"Saint-Petersburg, Russia","Saint-Petersburg, Russia",Saint Petersburg,PR & Marketing Manager
c097f8cbfe,talentCard,Mary Kay Belarus,"Minsk, Belarus","Head of PR, CSR & Special Events",11.2016 - 12.2020,2016-11-01,2020-12-01,False,True,Mary Kay Belarus,Mary Kay Belarus,mary kay belarus,"Minsk, Belarus","Minsk, Belarus",Minsk,"Head of PR, CSR & Special Events"
c097f8cbfe,talentCard,SK hynix Memory Solutions Eastern Europe,"Minsk, Belarus",PR & CSR Manager,12.2020 - 09.2023,2020-12-01,2023-09-01,False,True,SK hynix Memory Solutions Eastern Europe,SK hynix Memory Solutions Eastern Europe,sk hynix memory solutions eastern europe,"Minsk, Belarus","Minsk, Belarus",Minsk,PR & CSR Manager
5d2fb192df,talentCard,Dexatservice,"Minsk, Belarus",Product Designer,2018 - 2020,2018-01-01,2020-12-01,False,True,Dexatservice,Dexatservice,dexatservice,"Minsk, Belarus","Minsk, Belarus",Minsk,Product Designer
5d2fb192df,talentCard,Tvoy Hod,"Minsk, Belarus",Product Designer,2021 - 2022,2021-01-01,2022-12-01,False,True,Tvoy Hod,Tvoy Hod,tvoy hod,"Minsk, Belarus","Minsk, Belarus",Minsk,Product Designer
5d2fb192df,talentCard,ZNZN,"Warsaw, Poland",Product Designer,2022 - 2023,2022-01-01,2023-12-01,False,True,ZNZN,ZNZN,ZNZN,"Warsaw, Poland","Warsaw, Poland",Warsaw,Product Designer
5d2fb192df,talentCard,Vention,"Warsaw, Poland",Product Designer,2022 - present,2022-01-01,2026-02-01,True,True,Vention,Vention,vention,"Warsaw, Poland","Warsaw, Poland",Warsaw,Product Designer
89680a5351,talentCard,Балтийский банк,Санкт-Петербург,Специалист по работе с валютными операциями юридических лиц,04.2002 - 03.2008,2002-04-01,2008-03-01,False,True,Балтийский банк,Балтийский банк,балтиискии банк,Санкт-Петербург,Санкт-Петербург,Saint Petersburg,Специалист по работе с валютными операциями юридических лиц
89680a5351,talentCard,Raiffeisenbank,Санкт-Петербург,Директор дополнительного офиса (с 10.2014); ранее: менеджер/старший менеджер отделения (04.2008--10.2014),04.2008 - 12.2024,2008-04-01,2024-12-01,False,True,Raiffeisenbank,Raiffeisenbank,raiffeisenbank,Санкт-Петербург,Санкт-Петербург,Saint Petersburg,Директор дополнительного офиса (с 10.2014); ранее: менедж...
4cf27276fd,talentCard,Полярис ЖКХ,Санкт-Петербург,Fullstack-разработчик (фокус на backend),09.2019 - 12.2024,2019-09-01,2024-12-01,False,True,Полярис ЖКХ,Полярис ЖКХ,полярис жкх,Санкт-Петербург,Санкт-Петербург,Saint Petersburg,Fullstack-разработчик (фокус на backend)
4cf27276fd,talentCard,"ООО ""АвтоЭксперт""",Санкт-Петербург,Разработчик бекэнда,03.2025 - 05.2025,2025-03-01,2025-05-01,False,True,"ООО ""АвтоЭксперт""","ООО ""АвтоЭксперт""",автоэксперт,Санкт-Петербург,Санкт-Петербург,Saint Petersburg,Разработчик бекэнда
56ec71bc1c,talentCard,Wargaming,"Vilnius, Lithuania",Customer Support Team Lead,11.2010 - 06.2011,2010-11-01,2011-06-01,False,True,Wargaming,Wargaming,wargaming,"Vilnius, Lithuania","Vilnius, Lithuania",Vilnius,Customer Support Team Lead
56ec71bc1c,talentCard,Wargaming,"Vilnius, Lithuania",Senior VFX Artist,06.2011 - 04.2016,2011-06-01,2016-04-01,False,True,Wargaming,Wargaming,wargaming,"Vilnius, Lithuania","Vilnius, Lithuania",Vilnius,Senior VFX Artist
56ec71bc1c,talentCard,Wargaming,"Vilnius, Lithuania",Senior 3D Artist,03.2016 - 01.2021,2016-03-01,2021-01-01,False,True,Wargaming,Wargaming,wargaming,"Vilnius, Lithuania","Vilnius, Lithuania",Vilnius,Senior 3D Artist
56ec71bc1c,talentCard,Wargaming,"Vilnius, Lithuania",Art Producer / Project  Delivery Manager,01.2021 - present,2021-01-01,2026-02-01,True,True,Wargaming,Wargaming,wargaming,"Vilnius, Lithuania","Vilnius, Lithuania",Vilnius,Art Producer / Project  Delivery Manager
2f78b0f1a4,talentCard,Dell EMC,"St. Petersburg, Russia","Intern, Corporate Communications and Partnerships Department",01.2017 - 03.2017,2017-01-01,2017-03-01,False,True,Dell EMC,Dell EMC,dell emc,"St. Petersburg, Russia","St. Petersburg, Russia",Saint Petersburg,"Intern, Corporate Communications and Partnerships Department"
2f78b0f1a4,talentCard,Alvarez & Marsal,"UAE, Saudi Arabia, Europe, CIS, Russia",Intern → Senior Associate,11.2018 - present,2018-11-01,2026-02-01,True,True,Alvarez & Marsal,Alvarez & Marsal,alvarez and marsal,"UAE, Saudi Arabia, Europe, CIS, Russia","UAE, Saudi Arabia, Europe, CIS, Russia",UAE,Intern → Senior Associate
6fe924753f,talentCard,Agip KCO N.V. (Eni),Атырау,Радиооператор; Администратор информации и коммуникаций,12.2001 - 05.2005,2001-12-01,2005-05-01,False,True,Agip KCO N.V. (Eni),Agip KCO N.V. (Eni),agip kco n v eni,Атырау,Атырау,Атырау,Радиооператор; Администратор информации и коммуникаций
6fe924753f,talentCard,Agip KCO N.V. (Eni) overseas,Нидерланды; Великобритания; Италия,Системный администратор; Старший системный инженер,05.2005 - 10.2008,2005-05-01,2008-10-01,False,True,Agip KCO N.V. (Eni) overseas,Agip KCO N.V. (Eni) overseas,agip kco n v eni overseas,Нидерланды; Великобритания; Италия,Нидерланды; Великобритания; Италия,Netherlands,Системный администратор; Старший системный инженер
6fe924753f,talentCard,NCOC B.V. (Total),Франция; Астана; Атырау,Менеджер по документации поверхности (Surface Document Manager); Информационный менеджер,10.2008 - 12.2010,2008-10-01,2010-12-01,False,True,NCOC B.V. (Total),NCOC B.V. (Total),ncoc b v total,Франция; Астана; Атырау,Франция; Астана; Атырау,"Франция, Астана, Атырау",Менеджер по документации поверхности (Surface Document Ma...
6fe924753f,talentCard,KLPE (LG) LLP; United Electronics (Cantarell) LLP; KazAtomProm JSC,Астана; Атырау,Старший менеджер; Руководитель проектов,12.2012 - 10.2015,2012-12-01,2015-10-01,False,True,KLPE (LG) LLP; United Electronics (Cantarell) LLP; KazAtomProm JSC,KLPE (LG) LLP; United Electronics (Cantarell) LLP; KazAto...,klpe lg llp united electronics cantarell llp kazatomprom,Астана; Атырау,Астана; Атырау,"Астана, Атырау",Старший менеджер; Руководитель проектов
6fe924753f,talentCard,EKZ (Alstom) LLP; QazTemirTrans JSC; VostokMashZavod (KTZ) JSC,Астана; Усть-Каменогорск,Руководитель проектов; Генеральный директор,10.2015 - 12.2020,2015-10-01,2020-12-01,False,True,EKZ (Alstom) LLP; QazTemirTrans JSC; VostokMashZavod (KTZ) JSC,EKZ (Alstom) LLP; QazTemirTrans JSC; VostokMashZavod (KTZ...,ekz alstom llp qaztemirtrans vostokmashzavod ktz,Астана; Усть-Каменогорск,Астана; Усть-Каменогорск,"Астана, Усть-Каменогорск",Руководитель проектов; Генеральный директор
6fe924753f,talentCard,ArcelorMittal JSC; KurylysMet (Arcelor) LLP; QarMet JSC,"Темиртау, Караганда",Директор по внутренней логистике; Директор по трансформации,12.2020 - present,2020-12-01,2026-02-01,True,True,ArcelorMittal JSC; KurylysMet (Arcelor) LLP; QarMet JSC,ArcelorMittal JSC; KurylysMet (Arcelor) LLP; QarMet JSC,arcelormittal kurylysmet arcelor llp qarmet,"Темиртау, Караганда","Темиртау, Караганда","Темиртау, Караганда",Директор по внутренней логистике; Директор по трансформации
e3d92a59e2,talentCard,JSC Bank Russian Standard,Moscow,Specialist of Telemarketing,04.2007 -- 08.2008,2007-04-01,2008-08-01,False,True,JSC Bank Russian Standard,JSC Bank Russian Standard,bank russian standard,Moscow,Moscow,Moscow,Specialist of Telemarketing
e3d92a59e2,talentCard,JSC Comstar -- Uts (Mts),Moscow,Quality Service Manager,02.2009 -- 08.2010,2009-02-01,2010-08-01,False,True,JSC Comstar -- Uts (Mts),JSC Comstar -- Uts (Mts),comstar uts mts,Moscow,Moscow,Moscow,Quality Service Manager
e3d92a59e2,talentCard,Hewlett-Packard Enterprise,Moscow,Service Delivery Manager,08.2010 -- 05.2017,2010-08-01,2017-05-01,False,True,Hewlett-Packard Enterprise,Hewlett-Packard Enterprise,hewlett packard enterprise,Moscow,Moscow,Moscow,Service Delivery Manager
e3d92a59e2,talentCard,SAP Enterprise Cloud Services,,Client Delivery Manager (Enterprise Cloud / SaaS),05.2017 - present,2017-05-01,2026-02-01,True,True,SAP Enterprise Cloud Services,SAP Enterprise Cloud Services,sap enterprise cloud services,,,Not specified,Client Delivery Manager (Enterprise Cloud / SaaS)
e239a11959,talentCard,МТС Банк,Москва,Руководитель направления по цифровизации бэкофиса,08.2020 - 09.2021,2020-08-01,2021-09-01,False,True,МТС Банк,МТС Банк,МТС Банк,Москва,Москва,Moscow,Руководитель направления по цифровизации бэкофиса
e239a11959,talentCard,Озон Банк,Москва,Менеджер проектов направления разработки банковских продуктов,09.2021 - 05.2023,2021-09-01,2023-05-01,False,True,Озон Банк,Озон Банк,Ozon Bank,Москва,Москва,Moscow,Менеджер проектов направления разработки банковских проду...
e239a11959,talentCard,Московский кредитный банк,Москва,Руководитель направления системной аналитики ДИТ,12.2022 - 01.2025,2022-12-01,2025-01-01,False,True,Московский кредитный банк,Московский кредитный банк,московскии кредитныи банк,Москва,Москва,Moscow,Руководитель направления системной аналитики ДИТ
e239a11959,talentCard,Транскапиталбанк АКБ,Москва,Начальник отдела системной архитектуры и бизнес-анализа (декретная ставка),01.2025 - present,2025-01-01,2026-02-01,True,True,Транскапиталбанк АКБ,Транскапиталбанк АКБ,транскапиталбанк акб,Москва,Москва,Moscow,Начальник отдела системной архитектуры и бизнес-анализа (...
d678d6a84d,talentCard,Fresh LLC (Supermarket Chain),"Yerevan, Armenia",Accountant,09.2010 -- 11.2013,2010-09-01,2013-11-01,False,True,Fresh LLC (Supermarket Chain),Fresh LLC (Supermarket Chain),fresh supermarket chain,"Yerevan, Armenia","Yerevan, Armenia",Yerevan,Accountant
d678d6a84d,talentCard,Elcom LLC,,Financial Manager,02.2014 -- 09.2016,2014-02-01,2016-09-01,False,True,Elcom LLC,Elcom LLC,ELCOM,,,Not specified,Financial Manager
d678d6a84d,talentCard,Consulting,,Financial Specialist (Consulting),11.2016 -- 11.2018,2016-11-01,2018-11-01,False,True,Consulting,Consulting,consulting,,,Not specified,Financial Specialist (Consulting)
d678d6a84d,talentCard,VINK Consulting (Financial Consulting),"Yerevan, Armenia",Financial Consultant,12.2018 -- 12.2020,2018-12-01,2020-12-01,False,True,VINK Consulting (Financial Consulting),VINK Consulting (Financial Consulting),vink consulting financial consulting,"Yerevan, Armenia","Yerevan, Armenia",Yerevan,Financial Consultant
d678d6a84d,talentCard,VINK Consulting (Financial Consulting),"Yerevan, Armenia",Financial Analyst,01.2021 -- 02.2023,2021-01-01,2023-02-01,False,True,VINK Consulting (Financial Consulting),VINK Consulting (Financial Consulting),vink consulting financial consulting,"Yerevan, Armenia","Yerevan, Armenia",Yerevan,Financial Analyst
d678d6a84d,talentCard,Delta Distribution LLC,"Yerevan, Armenia",Financial Planning & Reporting Manager,11.2023 -- present,2023-11-01,2026-02-01,True,True,Delta Distribution LLC,Delta Distribution LLC,delta distribution,"Yerevan, Armenia","Yerevan, Armenia",Yerevan,Financial Planning & Reporting Manager
f06e20731f,talentCard,ToYou (https://toyou.io/en),"Riyadh, Saudi Arabia","Head of Operations Process Optimization (since 12.2023) / Head of Quality, Operations Division (03.2022 - 11.2023)",03.2022 - present,2022-03-01,2026-02-01,True,True,ToYou (https://toyou.io/en),ToYou (https://toyou.io/en),toyou https toyou io en,"Riyadh, Saudi Arabia","Riyadh, Saudi Arabia","Riyadh, Saudi Arabia",Head of Operations Process Optimization (since 12.2023) /...
f06e20731f,talentCard,"Sberbank --- Corporate Banking, Corporate Solutions Center","Moscow, Russia","Managing Director, B2B Service for Bank & Ecosystem (2020-2022) / Managing Director, Telephony & Agent Automation (2018-2019) / Project Director, Agile Transformation (2017-2018)",01.2017 - 12.2022,2017-01-01,2022-12-01,False,True,"Sberbank --- Corporate Banking, Corporate Solutions Center","Sberbank --- Corporate Banking, Corporate Solutions Center",Сбер,"Moscow, Russia","Moscow, Russia",Moscow,"Managing Director, B2B Service for Bank & Ecosystem (2020..."
f06e20731f,talentCard,Microsoft,,"Service Lead for Partners, Central & Eastern Europe",2010 - 2017,2010-01-01,2017-12-01,False,True,Microsoft,Microsoft,microsoft,,,Not specified,"Service Lead for Partners, Central & Eastern Europe"
f06e20731f,talentCard,Microsoft,Siberia & Far East,Premier Support Manager (Siberia & Far East),2006 - 2010,2006-01-01,2010-12-01,False,True,Microsoft,Microsoft,microsoft,Siberia & Far East,Siberia & Far East,Siberia & Far East,Premier Support Manager (Siberia & Far East)
f06e20731f,talentCard,MTS (Macro-region Siberia),Macro-region Siberia,Head of IT Systems Monitoring (24x7),2006,,,False,False,MTS (Macro-region Siberia),MTS (Macro-region Siberia),mts macro region siberia,Macro-region Siberia,Macro-region Siberia,Macro-Region Siberia,Head of IT Systems Monitoring (24x7)
f06e20731f,talentCard,MTS (Macro-region Siberia),Macro-region Siberia,Microsoft Systems Implementation Engineer,2005 - 2006,2005-01-01,2006-12-01,False,True,MTS (Macro-region Siberia),MTS (Macro-region Siberia),mts macro region siberia,Macro-region Siberia,Macro-region Siberia,Macro-Region Siberia,Microsoft Systems Implementation Engineer
f06e20731f,talentCard,Axmor Software,,System Administrator,2003 - 2005,2003-01-01,2005-12-01,False,True,Axmor Software,Axmor Software,axmor software,,,Not specified,System Administrator
f06e20731f,talentCard,Nonolet (part-time),,Web-master / Web-programmer,2001 - 2003,2001-01-01,2003-12-01,False,True,Nonolet (part-time),Nonolet (part-time),nonolet part time,,,Not specified,Web-master / Web-programmer
85a2ba6171,talentCard,SOFTSWISS,,Support Agent,08.2020 - 05.2025,2020-08-01,2025-05-01,False,True,SOFTSWISS,SOFTSWISS,softswiss,,,Not specified,Support Agent
85a2ba6171,talentCard,SOFTSWISS,,VIP Manager,08.2020 - 05.2025,2020-08-01,2025-05-01,False,True,SOFTSWISS,SOFTSWISS,softswiss,,,Not specified,VIP Manager
85a2ba6171,talentCard,SOFTSWISS,,Casino Operations Manager,08.2020 - 05.2025,2020-08-01,2025-05-01,False,True,SOFTSWISS,SOFTSWISS,softswiss,,,Not specified,Casino Operations Manager
0f7a2be1ae,talentCard,IntexSoft --- outsource agency oriented for enterprises,,Business Analyst,07.2020 - 04.2022,2020-07-01,2022-04-01,False,True,IntexSoft --- outsource agency oriented for enterprises,IntexSoft --- outsource agency oriented for enterprises,intexsoft outsource agency oriented for enterprises,,,Not specified,Business Analyst
0f7a2be1ae,talentCard,LITSLINK --- startup laboratory,,Product Owner,04.2022 - 03.2024,2022-04-01,2024-03-01,False,True,LITSLINK --- startup laboratory,LITSLINK --- startup laboratory,litslink startup laboratory,,,Not specified,Product Owner
0f7a2be1ae,talentCard,WeWay --- DeFi launchpad,,Product Manager,03.2024 - 08.2024,2024-03-01,2024-08-01,False,True,WeWay --- DeFi launchpad,WeWay --- DeFi launchpad,weway defi launchpad,,,Not specified,Product Manager
0f7a2be1ae,talentCard,DeFi Solana DEX (attention markets),,"Co-Founder, CPO",09.2024 - present,2024-09-01,2026-02-01,True,True,DeFi Solana DEX (attention markets),DeFi Solana DEX (attention markets),defi solana dex attention markets,,,Not specified,"Co-Founder, CPO"
0f7a2be1ae,talentCard,DeFi Perps Aggregator,,"Product Manager, Adviser",07.2025 - present,2025-07-01,2026-02-01,True,True,DeFi Perps Aggregator,DeFi Perps Aggregator,defi perps aggregator,,,Not specified,"Product Manager, Adviser"
15a78fa5a5,talentCard,Technoserv A/S,"Moscow, Russia",Project Manager / SAP Consultant,2000 -- 2009,2000-01-01,2009-12-01,False,True,Technoserv A/S,Technoserv A/S,Technoserv,"Moscow, Russia","Moscow, Russia",Moscow,Project Manager / SAP Consultant
15a78fa5a5,talentCard,"Chipping, Ltd.","Moscow, Russia",CEO / Product Owner,2009 -- 2016,2009-01-01,2016-12-01,False,True,"Chipping, Ltd.","Chipping, Ltd.",chipping,"Moscow, Russia","Moscow, Russia",Moscow,CEO / Product Owner
15a78fa5a5,talentCard,"OCRV, Russian Railways","Moscow, Russia",Project Manager,2016 -- 2017,2016-01-01,2017-12-01,False,True,"OCRV, Russian Railways","OCRV, Russian Railways",ocrv russian railways,"Moscow, Russia","Moscow, Russia",Moscow,Project Manager
15a78fa5a5,talentCard,State Corporation Rostec,"Moscow, Russia",Project Manager,2017 -- 2019,2017-01-01,2019-12-01,False,True,State Corporation Rostec,State Corporation Rostec,state corporation rostec,"Moscow, Russia","Moscow, Russia",Moscow,Project Manager
15a78fa5a5,talentCard,IBS (IT Services),"Moscow, Russia",Program / Portfolio Manager,2019 -- 2022,2019-01-01,2022-12-01,False,True,IBS (IT Services),IBS (IT Services),ibs it services,"Moscow, Russia","Moscow, Russia",Moscow,Program / Portfolio Manager
15a78fa5a5,talentCard,D43 Group,"Dubai, UAE",Head of IT / Program Manager,2023 - present,2023-01-01,2026-02-01,True,True,D43 Group,D43 Group,D43,"Dubai, UAE","Dubai, UAE",Dubai,Head of IT / Program Manager
740ca0beb8,talentCard,Research Institute,,Head of CAD System & Administration Department,09.2007 - 09.2012,2007-09-01,2012-09-01,False,True,Research Institute,Research Institute,research institute,,,Not specified,Head of CAD System & Administration Department
740ca0beb8,talentCard,Telecom MPK (Internet provider),,Deputy Head of Technical Department,09.2012 - 12.2013,2012-09-01,2013-12-01,False,True,Telecom MPK (Internet provider),Telecom MPK (Internet provider),telecom mpk internet provider,,,Not specified,Deputy Head of Technical Department
740ca0beb8,talentCard,DS Svyaz (Internet provider),,Head of Telecom Department,12.2013 - 05.2017,2013-12-01,2017-05-01,False,True,DS Svyaz (Internet provider),DS Svyaz (Internet provider),ds svyaz internet provider,,,Not specified,Head of Telecom Department
740ca0beb8,talentCard,FIFA World Cup 2018 LOC,,Venue Technology Manager,05.2017 - 07.2018,2017-05-01,2018-07-01,False,True,FIFA World Cup 2018 LOC,FIFA World Cup 2018 LOC,fifa world cup 2018 loc,,,Not specified,Venue Technology Manager
